"Date_periode";"Matrice_DPC_-_Domaine";"Matrice_DPC_-_Produits";"Matrice_DPC_-_Composants";"Etablissement";"Site";"Pole";"Service";"Territoire";"Direction";"Equipe";"Strategie_Domaine";"Strategie_Axe";"Strategie_sous-axe";"Libelle";"Code";"Indicateur_de_priorisation_d_Urgence/Strategie_annuelle";"Indicateur_de_priorisation_d_Urgence/Priorite_Projet";"Statut";"Chef_de_projet";"Typologie_d_activite";"Profil_de_Projet";"Etat_d_avancement/Meteo";"Etat_d_avancement/Commentaire_meteo";"Etat_d_avancement/Tendance";"Couts-Charges_Projet/Charge_DSN_estimee";"Couts-Charges_Projet/Duree_Estimee_du_projet__en_mois_";"Date_de_debut";"Date_de_fin";"Couts-Charges_Projet/Cout_initial_estime_du_projet__en_k__";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Complexite_et_freins__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Opportunite_et_criticite__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Charge_global_estimee__CALCUL_";"Portee_Projet___GHT_ou_Locale__";"Libelle";"Date_de_mise_a_jour";"Date_de_cloture_du_projet";"Libelle_long";"Description";"Date_de_creation"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 2: SNVD-IA";"Optimisation (codage, facturation imagerie, facturation au fil de l'eau)";"DIMBOX imagerie";"22-268";"Non";"Priorité 3";"PRJ Abandonné";"Stéphane ORANGE";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/01/2023";"31/12/2023";"0.0";"0.0";"11.0";"0.0";"LOCAL";"DIMBOX imagerie";"01/02/2025";"01/01/2025";"Implémentation technique de DIMBOX imagerie par Alicante";"Optimisation par analyse sémantique du dossier patient, automatisation et primocodage PMSI grâce à l’IA  Bonjour Docteur  Et bien sûr la DSN reste à votre disposition pour l’implémentation technique de DIMBOX imagerie par Alicante.  Bien à vous,  Sandrine DESSI  De : Bernard Castells   Envoyé : vendredi 18 novembre 2022 11:40 À : David Delerue  Cc : DESSI Sandrine , BOYER Olivier , Valentine Demoersman , Samuel Le Gal , LOISEAU Laurent  Objet : Re: Proposition de partenariat pour le Contrôle Qualité et l’Optimisation de la Cotation en Imagerie  Bonjour à tous   Je reviens pour vous confirmer l'intérêt du pôle Imagerie pour ces travaux à mener dans le partenariat pour le contrôle qualité et l’optimisation de la cotation en imagerie via la solution DIMBOX imagerie.  Laurent Loiseau cadre supérieur (en copie) avec les deux personnes chargées de ces activités dans le pôle, seront vos interlocuteurs pour déployer la solution    Bien cordialement        Bernard CASTELLS         +33 6 19 02 71 40 https://www.linkedin.com/in/bernard-castells-8731049/";"05/12/2022"
"01/03/2026";"";"";"";"EPSM Georges Daumézon";"";"";"";"";"";"";"";"";"";"Dinkeyweb : logiciel de réservation des clés";"21-073";"Non";"Priorité 4";"PRJ Terminé";"Armelle QUINTY";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"2.0";"3.0";"15/03/2021";"09/05/2021";"4.3";"2.0";"25.0";"15.0";"LOCAL";"Dinkeyweb : logiciel de réservation des clés";"13/01/2023";"01/09/2022";"";"AGRID sécurise l’accès aux clés. Pour emprunter une ou plusieurs clés, un utilisateur doit s’identifier (badger/coder/badge+code, empreinte digitale etc.), sélectionner le trousseau parmi ceux que l’administrateur l’autorise à emprunter, puis prendre son trousseau.L’administrateur sait en temps réel «qui a pris quoi» et «quand», et l’armoire le prévient si un trousseau n’est pas restitué dans les temps.Un logiciel d’administration permet de définir les droits de chacun (livré en standard)Un logiciel de réservation permet d’optimiser le flux des emprunts(en option)Un outil de statistiques «personnalisable» permet d’aider l’administrateur dans sa gestion au quotidien.";"10/03/2021"
"01/03/2026";"Fonctions Support [SNFS]";"Régulation des Flux de Patients";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"DirectoSuivi - Gestion Ambulatoire";"22-050";"Oui";"";"PRJ Abandonné";"Sébastien De SOUSA";"BUILD";"Applicatif";"Pluie";"01/06 : choix STOP PROJET";"Dégradation";"25.0";"";"01/07/2021";"27/02/2023";"5.0";"5.0";"50.0";"215.0";"LOCAL";"DirectoSuivi - Gestion Ambulatoire";"01/12/2023";"01/11/2023";"Mise en place d’un logiciel pour gestion de l'ambulatoire (flux patient) - Solution E-Medservice";"Mettre en place dans le service de CCAA une plateforme informatique permettant l’optimisation du flux des informations concernant le pré et le post opératoire. Le développement de l’ambulatoire est un des axes majeurs du projet  d’établissement.";"13/04/2022"
"01/03/2026";"Fonctions Support [SNFS]";"Régulation des Flux de Patients";"";"_GHT";"";"";"";"";"Direction DSN";"PMO";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 2: SNVD-IA";"Prédiction";"DispoLit© V2 Réécriture DISPONIBILITE DES LITS (CHU)";"22-111";"Non";"Priorité 2";"PRJ En cours";"Mickael MALLET";"BUILD";"Applicatif";"Nuage";"Dév en cours";"Dégradation";"";"";"11/08/2022";"14/03/2026";"";"11.0";"45.0";"20.0";"GHT";"DispoLit© V2 Réécriture DISPONIBILITE DES LITS (CHU)";"05/02/2026";"";"DispoLit© V2 Réécriture DISPONIBILITE DES LITS (écran géant aux Urgences)";"Réécriture DISPONIBILITE DES LITS (écran géant aux Urgences)   Remplacer  DispoLit© V1.1 se basant sur CristalNet par Easily (périmètre Focus et GPLH)                 . être mis à jour en temps réel sur la base des informations à disposition à savoir :                                . le placement de patients des urgences,                                . les entrées/sorties réalisées par les services de soins, si possible en direct live, plutôt qu’en temps différé et groupé,                                . les programmations de patients par les ama,                 . être synthétique à savoir :                                . disposer de totaux,                                . sur une seule page, la plus lisible possible,                                . présentant sur la discipline médecine et secondairement la chirurgie mais pas le pôle femme/enfant sur lequel, par chance, il y a peu de difficultés qui remontent,                  . nous renseigner sur le fait de savoir si le sau est ouvert (vert) ou fermé (rouge),                 . être conforme aux attentes des urgentistes, et donc validé par eux, pour éviter qu’ils le rejettent, légitimement, avant même sa parution,                 . constitué d’un sous-produit de « azur » d’easily.";"11/08/2022"
"01/03/2026";"";"";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"DMO imagerie CHAM";"22-171";"Non";"Priorité 4";"PRJ Terminé";"Annick CALINON";"BUILD";"Applicatif";"";"";"";"0.0";"";"01/02/2022";"30/06/2022";"0.0";"0.0";"10.0";"0.0";"LOCAL";"DMO imagerie CHAM";"13/01/2023";"01/11/2022";"";"Mise à disposition DMO au service d'imagerie intégré dans Xplore	Annick Calinon	FG/MA/HB";"14/09/2022"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"DMP AIR consultation sans carte CPS";"21-133";"Non";"Priorité 4";"PRJ Abandonné";"Armelle QUINTY";"";"Technique";"";"";"";"0.0";"";"01/01/2021";"31/12/2021";"0.0";"2.0";"11.0";"0.0";"GHT";"DMP AIR consultation sans carte CPS";"13/01/2023";"01/05/2022";"";"Depuis le Centre Hospitalier Régional d’Orléans a progressé dans sa démarche : adoption de la solution Easily en remplacement de Cristal Link comme cible de convergence de son dossier patient informatisé de GHT installation fin décembre 2019 d’une nouvelle version du logiciel du SAMU incluant la consultation du DMP lancement des premiers déploiements de la solution Easily (service d’obstétrique incluant l’accueil en urgence)    Le CHR d’Orléans est partie prenante du projet article 51 IPEP en partenariat avec les MSP orléanaises pour le développement des soins non programmés de premier recours en ville et l’amélioration des relations ville hôpital et notamment des échanges (MSSanté) et partages (DMP) de données. Parmi les données ciblées figurent notamment      La consultation du DMP pour accéder au volet de synthèse médicale déposé par les MSP     La réception des lettres de liaison à l’entrée L’envoi et dépôt dans le DMP des comptes rendus de passage aux urgences et des comptes rendus hospitaliers dont les lettres de liaison à la sortie    C’est dans ce contexte très favorable que le CHR d’Orléans a été retenu dans la démarche d’accès au DMP en mode AIR et intégrer l’accès en consultation au DMP dans les fonctions déployées avec le logiciel Easily.      L’éditeur retenu est Enovacom,";"10/08/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Laboratoire";"CH Montargis";"";"";"";"";"";"";"";"";"";"DOCTOLIB : réservation des consultations imagerie CHAM";"25-012";"Non";"Priorité 2";"PRJ A lancer";"";"BUILD";"Applicatif";"Nuage";"";"Stabilisation";"0.0";"0.0";"01/01/2025";"31/12/2025";"40.0";"0.0";"10.0";"40.0";"LOCAL";"DOCTOLIB : réservation des consultations imagerie CHAM";"07/05/2025";"";"INTEROP DOCTOLIB vers XPLORE pour le CHAM";"La direction du CHAM souhaite mettre en place rapidement la réservation des consultation imagerie sur Doctolib, nous souhaitons un accord de principe du GHT qui héberge afin de pouvoir initier les rapidement l’étude de faisabilité avec les éditeurs (Doctolib/EDL) pour la mise en place du connecteur pour pouvoir vous présenter des éléments concrets (silotage uniquement des agendas du Cham, transfert de documents, ...) pour que je GHT puisse se positionner.";"20/01/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"DOCTOLIB CHAM";"24-117";"Non";"Priorité 4";"PRJ Terminé";"Dominique HACKER";"BUILD";"";"";"";"";"0.0";"0.0";"01/01/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"LOCAL";"DOCTOLIB CHAM";"24/02/2025";"01/12/2024";"";"";"04/09/2024"
"01/03/2026";"";"";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"Doléances IFISI V2.0 CHAM";"22-148";"Non";"Priorité 4";"PRJ Terminé";"Rodrigo CAVALCANTI";"BUILD";"";"";"";"";"0.0";"";"01/05/2021";"30/09/2021";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Doléances IFISI V2.0 CHAM";"13/01/2023";"01/09/2022";"";""12 PC fixes pour le changement de ceux installés dans la salle informatique des élèves "	M.Chetta";"14/09/2022"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Essais cliniques";"";"_GHT";"";"";"";"";"";"";"";"";"";"DRI - Archivage électronique des données des essais cliniques";"24-121";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"Applicatif";"";"";"";"5.0";"1.0";"05/09/2024";"31/12/2024";"0.0";"5.0";"15.0";"6.0";"GHT";"DRI - Archivage électronique des données des essais cliniques";"05/03/2025";"";"archivage électronique des données des essais cliniques";"Conformément à la réglementation, les données ne peuvent être conservées que deux ans après la publication d’un essai ou l’édition du rapport de cet essai.  Après ce stade, elles doivent faire l’objet d’un archivage informatique à part, en accès sécurisé.  Vous trouverez ci-dessous le détail de ce qui est fait dans les autres CHU.     Pourriez-vous SVP nous proposer une solution pour cette problématique ?     Vous en remerciant.  Bien cordialement          Aurélie DESPUJOLS  Responsable de la recherche  02 38 74 40 71  aurelie.despujols@chu-orleans.fr";"11/09/2024"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Essais cliniques";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"DRI - Gestion documentaire des essais cliniques (TMF et ISF)";"24-135";"Non";"Priorité 3";"DDE Instruite";"";"BUILD";"Applicatif";"Soleil";"";"";"15.0";"0.0";"07/10/2024";"30/06/2025";"0.0";"0.0";"10.0";"15.0";"GHT";"DRI - Gestion documentaire des essais cliniques (TMF et ISF)";"06/03/2026";"";"";"L'équipe de la Recherche et de l'Innovation du CHU d'Orléans recherche un logiciel pour la gestion documentaire des essais cliniques (TMF et ISF) afin de remplacer le papier et sécuriser les documents. Un groupe de travail, dirigé par le CHU de Rennes et incluant plusieurs CHU, a été formé pour définir les fonctionnalités nécessaires et établir un cahier des charges pour ce nouvel outil.";"07/10/2024"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Essais cliniques";"";"_GHT";"";"";"";"";"";"";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 1: SNVD-Recherche";"";"DRI - Programme Direction Recherche - Besoins Recherche Clinique (Projet Chapeau)";"24-075";"Non";"Priorité 2";"PRJ En cours";"";"BUILD";"Applicatif";"Pluie";"";"";"0.0";"0.0";"10/06/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"GHT";"DRI - Programme Direction Recherche - Besoins Recherche Clinique (Projet Chapeau)";"19/08/2025";"";"Module de recherche clinique dans EASILY";"DRI - Programme Direction Recherche - Besoins Recherche Clinique (Projet Chapeau)";"10/06/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Imagerie";"_GHT";"";"";"";"";"";"";"Opérationnel";"Réglementaire";"";"DRIMBOX (HOP'EN v2)";"24-094";"Non";"Priorité 3";"PRJ En attente";"Stéphane ORANGE";"BUILD";"Applicatif";"Orage";"";"Stabilisation";"0.0";"0.0";"08/08/2024";"20/12/2026";"0.0";"1.0";"40.0";"0.0";"GHT";"DRIMBOX (HOP'EN v2)";"01/03/2026";"";"";"";"13/08/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"DRUGCAM";"22-082";"Non";"Priorité 2";"PRJ Terminé";"Laetitia GERAUD";"BUILD";"Applicatif";"Soleil";"Commande des 6 postes par DSN uniquement";"Amélioration";"15.0";"0.0";"15/06/2022";"30/06/2025";"150.0";"7.0";"41.0";"240.0";"LOCAL";"DRUGCAM";"01/07/2025";"01/06/2025";"Système DRUGCAM pour les unités de reconstitution des cytotoxiques du site d’Orléans et du site de Gien pour le CHR d’Orléans";"Pré-requis et possibilité du système DRUGCAM pour les unités de reconstitution des cytotoxiques du site d’Orléans et du site de Gien pour le CHR d’Orléans.   Pourriez-vous nous proposer quelques dates et horaires ?  Je mets en copie mes collègues en charge de ces unités et de la direction des services numériques.   Je vous remercie d’avance pour votre retour,  Cordialement,   Dr A. LEFRANCOIS";"15/06/2022"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CHU Orléans";"";"";"";"";"";"";"Stratégie Fonctions Support [SNFS]";"Axe 2: SNFS-Soutien aux fonctions support transversales​";"";"DTP - Démat processus Dde Chgt Affectation Locaux";"25-139";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"Travaux";"Soleil";"";"";"0.0";"0.0";"01/01/2026";"31/12/2026";"0.0";"0.0";"10.0";"0.0";"LOCAL";"DTP - Démat processus Dde Chgt Affectation Locaux";"19/02/2026";"";"DTP - Dématérialisation du processus de demande de changement d’affectation des locaux";"À la suite du point de suivi mensuel DSN-DTP et de la sollicitation d’Aurélien Minier, responsable des travaux, de la sécurité et des services techniques, il est demandé d’étudier la faisabilité de la dématérialisation du formulaire de demande de changement d’affectation des locaux. Actuellement, ce processus repose sur un formulaire papier transmis par email à plusieurs valideurs successifs (Sécurité, Travaux, puis Responsable technique). L’objectif est de fluidifier le circuit de validation, améliorer la traçabilité et réduire les délais de traitement.";"22/10/2025"
"01/03/2026";"Socle Technique [SNST]";"Echanges de Données (EAI, ETL, IHE, FIHR, …)";"";"_GHT";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"EAI : Montée version Majeure Integration Engine";"24-032";"Non";"Priorité 1";"PRJ En cours";"";"BUILD";"Technique";"Pluie";"alertes Dratia sur serveurs";"Stabilisation";"0.0";"0.0";"12/02/2024";"06/03/2026";"0.0";"0.0";"10.0";"0.0";"GHT";"EAI : Montée version Majeure Integration Engine";"01/03/2026";"";"Mise à jour de la plateforme de GHT du LOIRET ESV2 vers EIE (CHRUO)";"EAI : Montée version Majeure Integration Engine  identifier les EAI concernés sur chaque site  Estimation à prévoir,  MIGRATION Version plateforme ESV2 vers EIE  Concerne tous les nouveaux EAI  il faut plusieurs machines de test.   Dépendance de montée de version  EAI pour utiliser nouvelle norme FIHR Quid du CHAM avec leur plateforme unique (TEST PROD et EDI)  Quid du budget 2024 pour CHU  Version des EAI plus maintenu à terme Obsolescence Version OS des serveurs (actuellement en 2012)";"12/02/2024"
"01/03/2026";"Socle Technique [SNST]";"Echanges de Données (EAI, ETL, IHE, FIHR, …)";"";"_GHT";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"EAI Unifié du GHT - MIgration des Flux";"20-008";"Oui";"";"PRJ Terminé";"";"BUILD";"Technique";"Nuage";"à mettre sous CTRL ds PM";"Amélioration";"";"";"21/08/2020";"28/02/2025";"";"12.0";"33.0";"220.0";"GHT";"EAI Unifié du GHT - MIgration des Flux";"01/03/2025";"01/02/2025";"";"";"21/08/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"";"";"Opérationnel";"Stabilisation SIH";"";"EASILY - Amélioration Post Déploiement Dossier Clinique";"24-106";"Non";"Priorité 3";"PRJ Au plan (plus tard)";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"0.0";"0.0";"01/08/2024";"15/05/2027";"0.0";"0.0";"10.0";"0.0";"";"EASILY - Amélioration Post Déploiement Dossier Clinique";"20/02/2026";"";"";"EASILY - Amélioration Post Déploiement Dossier Clinique";"28/08/2024"
"01/03/2026";"Socle Technique [SNST]";"Gestion de la Sécurité et des Risques";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"EASILY - Amélioration Technique des procédures dégradées [stagiaire CESI Fanny]";"22-181";"Non";"Priorité 4";"PRJ Abandonné";"Frédéric RAFFESTIN";"BUILD";"Applicatif";"Orage";"Stage débuté";"Dégradation";"10.0";"";"01/01/2023";"07/04/2023";"0.0";"5.0";"40.0";"11.0";"GHT";"EASILY - Amélioration Technique des procédures dégradées [stagiaire CESI Fanny]";"01/12/2024";"01/11/2024";"EASILY - Amélioration Technique des procédures dégradées";"EASILY - Amélioration Technique des procédures dégradées élargir l'accès aux procédures dégradées - aujourd'hui un seul poste par service.  Difficultés d'impression suite FEI  >> stagiaire Fanny";"20/09/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"EASILY - Amélioration Usage Boite d'envoi";"23-089";"Non";"Priorité 4";"PRJ Abandonné";"Jocelyn CADON";"RUN";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/01/2023";"31/12/2023";"0.0";"2.0";"10.0";"0.0";"GHT";"EASILY - Amélioration Usage Boite d'envoi";"01/08/2024";"01/07/2024";"EASILY - Amélioration Usage Boite d'envoi";"EASILY - Amélioration Usage Boite d'envoi";"28/06/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CH Beaugency";"";"";"";"";"";"";"";"";"";"EASILY - Déploiement module étiquette CH Beaugency";"25-151";"Non";"Priorité 3";"PRJ Au plan (plus tard)";"";"BUILD";"Applicatif";"Soleil";"";"";"5.0";"0.0";"08/12/2025";"01/03/2026";"0.0";"2.0";"25.0";"6.0";"LOCAL";"EASILY - Déploiement module étiquette CH Beaugency";"12/01/2026";"";"Mise en place de la fonctionnalité d’impression d’étiquettes patients dans Easily pour l’établissement de Beaugency.";"Le projet consiste à activer et paramétrer la fonctionnalité native d’impression d’étiquettes patients dans le logiciel Easily, afin de remplacer le processus actuel basé sur Pastel - Planche à étiquette. Cette évolution vise à améliorer la fluidité des opérations, réduire les risques d’erreurs et optimiser le temps de travail des équipes. Une analyse préalable est nécessaire pour vérifier la disponibilité des équipements (imprimantes type Zebra) et, le cas échéant, prévoir leur acquisition.";"08/12/2025"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Applications Collaboratives (Exchange, SharePoint, Teams, Intranet et ses Applications, Surycat, …)";"";"_GHT";"";"";"";"";"";"";"";"";"";"EASILY - E-Learning HOPSIS";"22-209";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"Applicatif";"Soleil";"";"";"20.0";"";"18/10/2022";"31/12/2023";"10.0";"5.0";"10.0";"65.0";"GHT";"EASILY - E-Learning HOPSIS";"01/09/2025";"01/08/2025";"EASILY - E-Learning HOPSIS (Mise en oeuvre de la plateforme)";"Mise en œuvre de la plateforme EASILY - E-Learning HOPSIS. Les parcours/chemins de formations correspondent à des métiers : médecins, secrétaires, infirmières, aides-soignantes, et sont constitués des modules EASILY pertinents au regard de l’activité. Les modules disponibles pour ce lancement sont :  -	Découverte Easily -	S’habiliter soi-même -	Agendas/RDV -	Parapheur  -	Dossier clinique : WL, saisie observations,  création documents, circuit bureautique -	Prescriptions médicaments / biologie / imagerie (3 modules distincts) -	Pancarte -	PMSI : cotation en consultation, cotation et codage MCO -	Médico-social Les modules à venir pour la fin d’année : dossier de soins (RDD, TC, DSB…), portail social, cotation et codage SSR.  Pour 2023 : ASUR, BLOC, dossier obstétrique, modules O2, portail pharmacien, portail rééducateur, portail diététicien, santé mentale, cotation et codage santé mentale.   Méthodologie  -	Nomination d’un ou 2 référents elearning au sein de l’équipe informatique de l’établissement qui seront les interlocuteurs de l’équipe elearning d’HOPSIS -	Prestation d’accompagnement HOPSIS avec une réunion destinée à préparer la plateforme pour l’établissement avec  les référents  et une réunion post lancement.";"27/09/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Services Numériques aux Patients";"";"CH Gien";"";"";"";"";"";"";"";"";"";"EASILY - envoi SMS convocation RDV GIEN";"25-016";"Non";"Priorité 3";"PRJ En cours";"Dratia DOISNE";"BUILD";"";"Soleil";"";"Sans Objet";"0.0";"0.0";"01/01/2025";"31/12/2025";"0.0";"0.0";"10.0";"0.0";"";"EASILY - envoi SMS convocation RDV GIEN";"20/02/2026";"";"EASILY - envoi SMS convocation RDV GIEN";"EASILY - envoi SMS convocation RDV GIEN etude de ce qui il y a à faire";"28/01/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY - Interfaces Résultats Labos Privés GIEN (CH et JDA)";"21-137";"Non";"Priorité 2";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"";"Amélioration";"10.0";"";"01/01/2021";"13/10/2025";"";"4.0";"45.0";"12.0";"LOCAL";"EASILY - Interfaces Résultats Labos Privés GIEN (CH et JDA)";"01/11/2025";"01/10/2025";"EASILY - Interfaces Résultats Labos Privés GIEN (CH et JDA)";"EASILY - Interfaces Résultats Labos Privés GIEN - CH Gien + jda";"30/08/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"";"";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY - Migrations majeures v8.1 v9.0 v10";"25-017";"Non";"Priorité 1";"PRJ En cours";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"30.0";"0.0";"30/01/2025";"17/03/2027";"0.0";"0.0";"10.0";"30.0";"GHT";"EASILY - Migrations majeures v8.1 v9.0 v10";"20/02/2026";"";"";"nouveau projet Easily - Migrations majeures  Avec 2 sous-projets :  Migration en V8.1 : changement complet du parapheur    Migration en V9.0 : changement complet de la prescription (de médicaments).  Les 2 instances d'Easily dans le GHT doivent impérativement être en V9.0 avant fin juin 2026";"30/01/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Easily - Pharma : Demande interface pour sortie nominative";"23-052";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"16/03/2023";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"GHT";"Easily - Pharma : Demande interface pour sortie nominative";"01/09/2025";"01/08/2025";"Demande interface Easily - Pharma pour sortie nominative";"Nous sommes en train de créer une nouvelle activité de dispensation nominative sur Easily. La préparation des médicaments sera manuelle par des préparateurs et ne passera donc pas par les automates. Nous souhaiterions que lorsque les préparateurs valident les dispensations sur Easily, cela valide les sorties en nominatif sur Pharma.   Je vous joins à ce mail les MU d'Hopsis à ce sujet. Une interface de ce type existe-t-il actuellement ou est-elle envisageable ?   Serait-il possible de s'appeler à ce sujet dans la semaine ?   Cordialement   Laura Mérieux - Pharmacien";"16/03/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Easily - Procédures dégradées";"23-044";"Non";"Priorité 1";"PRJ En cours";"Patrice CHAMBOLLE";"RUN";"Technique";"Soleil";"Changement format";"Amélioration";"5.0";"1.0";"01/01/2023";"27/06/2025";"0.0";"5.0";"17.0";"6.0";"GHT";"Easily - Procédures dégradées";"01/03/2026";"";"Easily - Procédures dégradées V3";"Informations et actions nécessaires à la bascule vers les procédures dégradées V3 d'Easily.  La bascule vers ce nouveau mode dégradé V3 devra être systématiquement mise en place après votre passage, à minima, dans les versions suivantes : -	Easily V06.01.00.14_HotFix01 -	Easily V06.00.00.28_HotFix01";"09/03/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"";"";"";"";"";"EASILY - Tutos Vidéos - autoformation";"26-014";"Non";"Priorité 4";"PRJ Au plan (plus tard)";"";"BUILD";"";"Soleil";"";"";"0.0";"0.0";"09/02/2026";"31/12/2026";"0.0";"0.0";"10.0";"0.0";"";"EASILY - Tutos Vidéos - autoformation";"11/03/2026";"";"projet de Tutos Vidéos pour l'auto-formation à Easily des nouveaux arrivants.";"projet de Tutos Vidéos pour l'auto-formation à Easily des nouveaux arrivants.";"09/02/2026"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Stabilisation SIH";"";"EASILY - Validation des ordonnances de sortie dans Easily";"22-282";"Oui";"";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"";"";"";"";"01/01/2023";"31/12/2023";"";"0.0";"10.0";"0.0";"GHT";"EASILY - Validation des ordonnances de sortie dans Easily";"01/08/2024";"01/07/2024";"Validation des ordonnances de sortie dans Easily";"Nouvelle demande la validation des ordonnances de sortie dans Easily.   C’est un projet organisationnel essentiellement : actuellement dans Easily les ordonnances sont imprimées et signées manuellement par le médecin avant d’être remises en main propre au patient.   Le Ségur nous demande de les envoyer au DMP.   Pour cela il faut qu’elles soient validées dans Easily (pour passer dans la boîte d’envoi et être traitées par la requête d‘émission automatique vers le DMP).   Impact sur le fonctionnement, accompagnement au changement";"12/12/2022"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"EASILY ASUR";"21-017";"Non";"Priorité 2";"PRJ Terminé";"Mickael MALLET";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"90.0";"";"17/09/2020";"31/05/2022";"40.0";"8.0";"32.0";"150.0";"GHT";"EASILY ASUR";"01/10/2024";"01/05/2022";"Projet de déploiement d’ASUR (Accueil et Soins d’URgences)";"Projet de déploiement d’ASUR (Accueil et Soins d’URgences), application de gestion des Urgences, intégrée à Easily au CHR d'Orléans et CH Pithiviers.  CHRO = 250 utilisateurs";"11/08/2020"
